Country,Year,House Price Index,Rent Index,Affordability Ratio,Mortgage Rate (%),Inflation Rate (%),GDP Growth (%),Population Growth (%),Urbanization Rate (%),Construction Index
USA,2015,117.45401188473625,116.55000144869412,9.587945476302648,4.493292420985183,1.514121162875837,-0.7520438373103788,-0.7967073574113019,85.98528437324805,118.0892009394567
USA,2016,150.80725777960456,51.44091460070617,11.72918866945795,5.662213204002109,1.8802042194087951,-0.545400262343195,-0.3580842155129816,69.12726728878613,111.98051453057904
USA,2017,123.19450186421156,70.38603981386294,8.506676052501415,2.1974693032602093,2.398940215478918,0.9308947463495336,0.5962449447596256,83.55527884179041,85.97390257266878
USA,2018,131.42344384136118,91.46901982034296,3.41805371447998,4.537724259507192,1.6084068039673949,-1.479587256117764,2.3210993803866664,88.96896099223679,134.6717878493169
USA,2019,110.46137691733708,56.83704798044687,9.158097238609413,3.700762468698007,1.2932485264910625,1.9614152808901613,-0.8796401760967356,87.27961206236347,90.70239852800135
USA,2020,146.2522284353982,71.81977532625876,7.680612190600297,4.233551396716399,1.7015539609159258,5.7566770221164685,1.712964881763901,88.18496824692568,141.5861880342119
USA,2021,139.78999788110852,114.53119645161816,3.796432518467276,2.479914312095726,0.7939773779184974,0.6026426461061147,0.360370513913187,68.14047095321688,136.29900073215435
USA,2022,115.67533266935894,69.66541567811666,7.884264748424236,2.204621124873813,5.714280374901258,-1.4035948505618334,2.4541042781018105,83.16734307889972,85.89725452273379
USA,2023,80.55221171236025,107.0822999918384,9.361716094628555,5.145035840204937,5.513257253458647,-1.4076427861272771,0.2546300499049541,63.47607178575389,139.04827407004748
USA,2024,142.3298126827558,73.16286173968544,3.572025152574213,3.054911608578311,2.613691593173856,3.836849426704513,1.231451149743246,86.6163822772898,107.77719401295596
Canada,2015,91.95942459383016,99.92713510560964,9.847065437552075,4.306385987847481,5.511286669704647,1.950364770915126,0.8295649028369791,72.82623055075649,72.03353013952761
Canada,2016,90.78914269933044,52.2000429980714,8.727693701374022,3.071779905381633,3.805709492570568,5.260531791408744,-0.1274771979789377,72.31148769106889,130.44409108344388
Canada,2017,102.87981654916224,55.38859368801551,5.607763076223913,2.306106436270022,6.543034740226725,4.464963036515336,1.216913147786482,86.14381770563153,134.29376615192916
Canada,2018,98.65700588860358,112.47912989429844,7.854080177240856,5.537200775820312,6.324593449502706,0.544027799774911,-0.6148182641531313,66.83805487625825,104.16862309010052
Canada,2019,161.80147659224932,110.25114082794404,3.0625691747807164,4.053736512887829,3.2131715204670632,-0.223137516234158,-0.5804712143321102,70.12845514210883,145.43277631300154
Canada,2020,112.32029320207552,86.31534352203562,9.3271706300566,3.31814801189647,6.8165835376862445,5.69957835953689,-0.1187619646112254,74.91745517677157,94.07026478534158
Canada,2021,108.48404943774676,52.582086314817296,8.486079005819072,4.013395116144308,0.8346118831249307,0.2291717138928914,2.178930600883288,67.18685672000917,81.59158976729785
Canada,2022,128.9452760277563,118.99553178774204,5.178497443603504,4.860677737029393,5.450527499636665,-0.0988996480608026,1.5487572201415087,71.03349398157759,120.58446644748636
